table	lua_name	cpp_symbol	cpp_class	family	shape	nresults	impl_va	thunk_va	stub_va	vtable_va	s_name_slot	stanza_va
Train	TrainSetStopAtStation	TrainSetStopAtStation	WSTrain	LuaGlueFunctor0	adapter	1	0061f480	00626dd0	00627370	00fbc41c	01241fac	0061ea51
Train	TrainSpawnNazi	TrainSpawnNazi	WSTrain	LuaGlueFunctor0	adapter	1	006241b0	00627640	00627870	00fbc4a4	01241ff0	0061efe5
Train	TrainSpawnNaziReachedDestination	TrainSpawnNaziReachedDestination	WSTrain	LuaGlueFunctor0	adapter	1	00624420	00627660	00627880	00fbc4ac	01241ff4	0061f039
Train	TrainStart	TrainStart	WSTrain	LuaGlueFunctor0	adapter	1	0061f210	00626d10	00627310	00fbc3e4	01241f90	0061e805
Train	TrainStop	TrainStop	WSTrain	LuaGlueFunctor0	adapter	1	0061f270	00626d30	00627320	00fbc3ec	01241f94	0061e859
Train	TrainSuperCull	TrainSuperCull	WSTrain	LuaGlueFunctor0	adapter	1	0061f330	00626d70	00627340	00fbc3fc	01241f9c	0061e901
Train	TrainSystemEnable	TrainSystemEnable	WSTrain	LuaGlueFunctor0	adapter	1	0061f1a0	00626cf0	00627300	00fbc3d4	01241f88	0061e75d
Train	TrainUseTrackMaxSpeed	TrainUseTrackMaxSpeed	WSTrain	LuaGlueFunctor0	adapter	1	0061f420	00626db0	00627360	00fbc414	01241fa8	0061e9fd
Trigger	AddFilter	AddFilter		LuaGlueFunctor0	adapter	1	0074a580	0074b9f0	0074bc00	00fe5790	0142e198	00749d21
Trigger	AddNoEscSpawnZone	AddNoEscSpawnZone		LuaGlueFunctor0	adapter	1	00749a50	0074b870	0074b960	00fe5828	0142e1e4	0074a35d
Trigger	AddRoadBlock	AddRoadBlock		LuaGlueFunctor0	adapter	1	00749950	0074b830	0074b940	00fe5818	0142e1dc	0074a2b5
Trigger	ClearCallback	TrigClearCallback		LuaGlueFunctor0	adapter	1	0074ad70	0074ba60	0074bc40	00fe57b0	0142e1a8	00749e71
Trigger	CreateCafe	CreateCafe		LuaGlueFunctor0	adapter	1	0074ae90	0074ba90	0074bc60	00fe57c0	0142e1b0	00749f19
Trigger	CreateDeleteZone	TrigCreateDeleteZone		LuaGlueFunctor0	adapter	1	0074af50	0074bab0	0074bc70	00fe57c8	0142e1b4	00749f6d
Trigger	CreateFightBackZone	TrigCreateFightBackZone		LuaGlueFunctor0	adapter	1	0074b570	0074bb90	0074bce0	00fe5800	0142e1d0	0074a1b9
Trigger	CreateHostileZone	TrigCreateHostileZone		LuaGlueFunctor0	adapter	1	0074b330	0074bb30	0074bcb0	00fe57e8	0142e1c4	0074a0bd
Trigger	CreateNoFlyZone	TrigCreateNoFlyZone		LuaGlueFunctor0	adapter	1	0074b3f0	0074bb50	0074bcc0	00fe57f0	0142e1c8	0074a111
Trigger	CreateRedZone	TrigCreateRedZone		LuaGlueFunctor0	adapter	1	0074b150	0074baf0	0074bc90	00fe57d8	0142e1bc	0074a015
Trigger	CreateRestrictedArea	TrigCreateRestrictedArea		LuaGlueFunctor0	adapter	1	0074b010	0074bad0	0074bc80	00fe57d0	0142e1b8	00749fc1
Trigger	CreateSuspicionZone	TrigCreateSuspicionZone		LuaGlueFunctor0	adapter	1	0074b210	0074bb10	0074bca0	00fe57e0	0142e1c0	0074a069
Trigger	CreateWorldBorderZone	TrigCreateWorldBorderZone		LuaGlueFunctor0	adapter	1	0074b4b0	0074bb70	0074bcd0	00fe57f8	0142e1cc	0074a165
Trigger	DoNotWaitFor	DoNotWaitFor		LuaGlueFunctor0	adapter	1	0074aa70	0074ba40	0074bc30	00fe57a8	0142e1a4	00749e1d
Trigger	Enable	TriggerEnable		LuaGlueFunctor0	adapter	1	0074a470	0074b9d0	0074bbf0	00fe5788	0142e194	00749ccd
Trigger	GetAllWithin	TriggerGetAllWithin		LuaGlueFunctor0R	jmp	eax	0074abc0	0074ba80	0074bc50	00fe57b8	0142e1ac	00749ec5
Trigger	IsPointWithin	IsPointWithin		LuaGlueFunctor0R	jmp	eax	00749b50	0074b8b0	0074b980	00fe5838	0142e1ec	0074a405
Trigger	RemoveFilter	RemoveFilter		LuaGlueFunctor0	adapter	1	0074a780	0074ba10	0074bc10	00fe5798	0142e19c	00749d75
Trigger	RemoveNoEscSpawnZone	RemoveNoEscSpawnZone		LuaGlueFunctor0	adapter	1	00749ad0	0074b890	0074b970	00fe5830	0142e1e8	0074a3b1
Trigger	RemoveRoadBlock	RemoveRoadBlock		LuaGlueFunctor0	adapter	1	007499d0	0074b850	0074b950	00fe5820	0142e1e0	0074a309
Trigger	SetAllowInVeh	SetAllowInVeh		LuaGlueFunctor0	adapter	1	0074b630	0074bbb0	0074bcf0	00fe5808	0142e1d4	0074a20d
Trigger	SetAllowOnFoot	SetAllowOnFoot		LuaGlueFunctor0	adapter	1	0074b730	0074bbd0	0074bd00	00fe5810	0142e1d8	0074a261
Trigger	WaitFor	WaitFor		LuaGlueFunctor0R	jmp	eax	0074a860	0074ba30	0074bc20	00fe57a0	0142e1a0	00749dc9
Util	ActivateAmbush	ActivateAmbush		LuaGlueFunctor0	adapter	1	00753c30	0075c620	0075d0f0	00fe7ee4	0142e4b0	007576c1
Util	AddInterior	AddInterior		LuaGlueFunctor0	adapter	1	00750eb0	0075c320	0075cf50	00fe7dec	0142e434	00756c95
Util	AddInteriorLoadCallback	AddInteriorLoadCallback		LuaGlueFunctor0	adapter	1	00751700	0075c400	0075cfe0	00fe7e34	0142e458	00756f89
Util	AddMissionFolder	AddMissionFolder		LuaGlueFunctor0	inlined	1	00759de0	00759de0	00759df0	00fe7a04	0142e240	00754391
Util	AddMissionMessage	AddMissionMessage		LuaGlueFunctor0	adapter	1	00757cb0	0075d1b0	0075d370	00fe7c74	0142e378	00755d29
Util	AddMissionToFolder	AddMissionToFolder		LuaGlueFunctor0	inlined	1	00759e20	00759e20	00759e30	00fe7a0c	0142e244	007543e5
Util	AddPlane	AddPlane		LuaGlueFunctor0	adapter	1	0074f620	0075beb0	0075cd10	00fe7c3c	0142e35c	00755add
Util	AddSplinePlaneAttackLocation	AddSplinePlaneAttackLocation		LuaGlueFunctor0	adapter	1	0074fbb0	0075bef0	0075cd30	00fe7c4c	0142e364	00755b85
Util	AddSplinePlaneAttackObject	AddSplinePlaneAttackObject		LuaGlueFunctor0	adapter	1	0074f9b0	0075bed0	0075cd20	00fe7c44	0142e360	00755b31
Util	Assert	LuaAssert		LuaGlueFunctor0	adapter	1	0074c650	0075b8c0	0075c9a0	00fe7a24	0142e250	007544e1
Util	BlendTimeOfDay	BlendTimeOfDay		LuaGlueFunctor0	adapter	1	0074df50	0075bbb0	0075cb60	00fe7b44	0142e2e0	007550b1
Util	BreakpointIndex	BreakpointIndex		LuaGlueFunctor0R	jmp	eax	0074d810	0075b8b0	0075c990	00fe7a1c	0142e24c	0075448d
Util	BroadcastFunction	BroadcastFunction		LuaGlueFunctor0	adapter	1	00758d80	0075d480	0075d5a0	00fe7a7c	0142e27c	0075487d
Util	BroadcastHarassmentEventAtActor	BroadcastHarassmentEventAtActor		LuaGlueFunctor0	adapter	1	00759920	0075d520	0075d600	00fe7f0c	0142e4c4	00757865
Util	BroadcastNeed	BroadcastNeed		LuaGlueFunctor0	adapter	1	0074c940	0075b980	0075ca20	00fe7a74	0142e278	00754829
Util	CancelExecutionScene	CancelExecutionScene		LuaGlueFunctor0	adapter	1	00759860	0075d500	0075d5f0	00fe7ddc	0142e42c	00756bed
Util	CancelInteriorLoadCallback	CancelInteriorLoadCallback		LuaGlueFunctor0	adapter	1	00751840	0075c420	0075cff0	00fe7e3c	0142e45c	00756fdd
Util	ClearAllInteriorLoadCallbacks	ClearAllInteriorLoadCallbacks		LuaGlueFunctor0	inlined	1	0075b480	0075b480	0075b5a0	00fe7e44	0142e460	00757031
Util	ClearAllPendingTutorials	ClearAllPendingTutorials		LuaGlueFunctor0	inlined	1	0075b420	0075b420	0075b570	00fe7d74	0142e3f8	007567a9
Util	ClearAndDeleteLastKnownPlayerVehicle	ClearAndDeleteLastKnownPlayerVehicle		LuaGlueFunctor0	adapter	1	00758430	0075d320	0075d3e0	00fe7edc	0142e4ac	0075766d
Util	ClearDisguiseCallback	ClearDisguiseCallback		LuaGlueFunctor0	inlined		0075d1f0	0075d1f0	0075d390	00fe7d1c	0142e3cc	0075640d
Util	ClearDisguiseCompleteCallback	ClearDisguiseCompleteCallback		LuaGlueFunctor0	inlined	1	0075ab60	0075ab60	0075ab80	00fe7d4c	0142e3e4	00756605
Util	ClearDisguiseStartedCallback	ClearDisguiseStartedCallback		LuaGlueFunctor0	inlined		0075d260	0075d260	0075d3b0	00fe7d2c	0142e3d4	007564b5
Util	ClearLostDisguiseCallback	ClearLostDisguiseCallback		LuaGlueFunctor0	inlined		0075d2d0	0075d2d0	0075d3d0	00fe7d3c	0142e3dc	0075655d
Util	ClearMiniZepSpline	ClearMiniZepSpline		LuaGlueFunctor0	inlined	1	0075b440	0075b440	0075b580	00fe7dac	0142e414	007569f5
Util	CreateEvent	CreateEventA		LuaGlueFunctor0R	jmp	eax	007587a0	0075d3f0	0075d540	00fe79bc	0142e21c	0075409d
Util	CreateExecutionScene	CreateExecutionScene		LuaGlueFunctor0	adapter	1	00759660	0075d4e0	0075d5e0	00fe7dd4	0142e428	00756b99
Util	CreateExplosion	CreateExplosion		LuaGlueFunctor0	adapter	1	00757b90	0075d190	0075d360	00fe7b04	0142e2c0	00754e11
Util	DEBUGClearStreamblockChangeListTree	DEBUGClearStreamblockChangeListTree		LuaGlueFunctor0	inlined	1	0075b360	0075b360	0075b510	00fe7c14	0142e348	00755939
Util	DisableDisguising	DisableDisguising		LuaGlueFunctor0	adapter	1	007539a0	0075c210	0075cec0	00fe7d84	0142e400	00756851
Util	DisableShopKeeperBlip	DisableShopKeeperBlip		LuaGlueFunctor0	adapter	1	00753fa0	0075c6e0	0075d150	00fe7f1c	0142e4cc	0075790d
Util	DisplayMissionMessage	DisplayMissionMessage		LuaGlueFunctor0	adapter	1	007522a0	0075bfd0	0075cda0	00fe7c9c	0142e38c	00755ecd
Util	DumpEvents	DEBUG_DumpEvents		LuaGlueFunctor0	inlined	1	00759e60	00759e60	00759e70	00fe7a14	0142e248	00754439
Util	EnableAmbientEvents	EnableAmbientEvents		LuaGlueFunctor0	adapter	1	00750e40	0075c300	0075cf40	00fe7de4	0142e430	00756c41
Util	EnableBirds	EnableBirds		LuaGlueFunctor0	adapter	1	00752680	0075c560	0075d090	00fe7ea4	0142e490	00757421
Util	EnableBridgeKillers	EnableBridgeKillers		LuaGlueFunctor0	adapter	1	00753f30	0075c6c0	0075d140	00fe7f14	0142e4c8	007578b9
Util	EnableDynamicTutorialSystem	EnableDynamicTutorialSystem		LuaGlueFunctor0	adapter	1	00753930	0075c190	0075ce80	00fe7d54	0142e3e8	00756659
Util	EnableGooseSteppers	EnableGooseSteppers		LuaGlueFunctor0	adapter	1	0074e240	0075b9a0	0075ca30	00fe7a84	0142e280	007548d1
Util	EnableMiniZep	EnableMiniZep		LuaGlueFunctor0	adapter	1	0074fee0	0075c260	0075cef0	00fe7d9c	0142e40c	0075694d
Util	EnableMiniZepShooting	EnableMiniZepShooting		LuaGlueFunctor0	adapter	1	0074ff50	0075c2a0	0075cf10	00fe7db4	0142e418	00756a49
Util	EnableRoadsInRegion	EnableRoadsInRegion		LuaGlueFunctor0	adapter	1	0074dac0	0075bc60	0075cbc0	00fe7b74	0142e2f8	007552a9
Util	EnableSidewalksInRegion	EnableSidewalksInRegion		LuaGlueFunctor0	adapter	1	0074da30	0075bc40	0075cbb0	00fe7b6c	0142e2f4	00755255
Util	EnableSporesInRegion	EnableSporesInRegion		LuaGlueFunctor0	adapter	1	0074d9a0	0075bc20	0075cba0	00fe7b64	0142e2f0	00755201
Util	EnableSuperSpores	EnableSuperSpores		LuaGlueFunctor0	adapter	1	0074db80	0075bc80	0075cbd0	00fe7b7c	0142e2fc	007552fd
Util	EnableTutorial	EnableTutorial		LuaGlueFunctor0	adapter	1	007535f0	0075c130	0075ce50	00fe7d04	0142e3c0	00756311
Util	EnableVendors	EnableVendors		LuaGlueFunctor0	adapter	1	0074dbf0	0075bca0	0075cbe0	00fe7b84	0142e300	00755351
Util	EnterInterior	EnterInterior		LuaGlueFunctor0	adapter	1	00751260	0075c340	0075cf60	00fe7df4	0142e438	00756ce9
Util	ExitInterior	ExitInterior		LuaGlueFunctor0	adapter	1	00751410	0075c360	0075cf70	00fe7dfc	0142e43c	00756d3d
Util	FindSafeSpawnPoint	FindSafeSpawnPoint		LuaGlueFunctor0R	jmp	eax	0074d490	0075bbf0	0075cb80	00fe7b54	0142e2e8	00755159
Util	FindUnseenPtFromList	FindUnseenPtFromList		LuaGlueFunctor0	adapter	1	0074d5f0	0075bc00	0075cb90	00fe7b5c	0142e2ec	007551ad
Util	ForceMiniZepTargetPlayer	ForceMiniZepTargetPlayer		LuaGlueFunctor0	adapter	1	007500a0	0075c2e0	0075cf30	00fe7dc4	0142e420	00756af1
Util	FreezeMiniZep	FreezeMiniZep		LuaGlueFunctor0	adapter	1	0074fdc0	0075c240	0075cee0	00fe7d94	0142e408	007568f9
Util	GetCRC	UtilGetCRC		LuaGlueFunctor0R	jmp	eax	0074c830	0075b910	0075c9e0	00fe7a54	0142e268	007546d9
Util	GetDisableControls	GetDisableControls		LuaGlueFunctor0R	jmp	eax	007509a0	0075bea0	0075cd00	00fe7c34	0142e358	00755a89
Util	GetEditNodeContents	GetEditNodeContents		LuaGlueFunctor0R	jmp	eax	007592e0	0075d4a0	0075d5b0	00fe7aa4	0142e290	00754a21
Util	GetGameTime	GetGameTime		LuaGlueFunctor0R	jmp	eax	0074c6c0	0075bb30	0075cb00	00fe7b0c	0142e2c4	00754e65
Util	GetHandleByName	GetHandleByName		LuaGlueFunctor0R	jmp	eax	00758b30	0075d460	0075d580	00fe7a2c	0142e254	00754535
Util	GetIntFromHandle	GetIntFromHandle		LuaGlueFunctor0R	jmp	eax	0074c720	0075b8e0	0075c9b0	00fe7a34	0142e258	00754589
Util	GetInteriorNameByScript	GetInteriorNameByScript		LuaGlueFunctor0R	jmp	eax	00751b80	0075c3e0	0075cfc0	00fe7e24	0142e450	00756ee1
Util	GetInteriorScriptByName	GetInteriorScriptByName		LuaGlueFunctor0R	jmp	eax	00751aa0	0075c3f0	0075cfd0	00fe7e2c	0142e454	00756f35
Util	GetNameFromHandle	GetNameFromHandle		LuaGlueFunctor0R	jmp	eax	0074c7b0	0075b8f0	0075c9c0	00fe7a3c	0142e25c	007545dd
Util	GetPlayersInterior	GetPlayersInterior		LuaGlueFunctor0R	jmp	eax	00751900	0075c3c0	0075cfa0	00fe7e14	0142e448	00756e39
Util	GetPointInViewOnRoad	GetPointInViewOnRoad		LuaGlueFunctor0R	jmp	eax	0074e110	0075bcc0	0075cbf0	00fe7b8c	0142e304	007553a5
Util	GetRaceDifficulty	GetRaceDifficulty		LuaGlueFunctor0R	jmp	eax	0074ee00	0075bd30	0075cc30	00fe7bac	0142e314	007554f5
Util	GetScriptArgNum	GetScriptArgNum		LuaGlueFunctor0R	jmp	eax	00750040	0075bb70	0075cb30	00fe7b24	0142e2d0	00754f61
Util	GetTime	GetTime		LuaGlueFunctor0R	jmp	eax	0074dd90	0075bb60	0075cb20	00fe7b1c	0142e2cc	00754f0d
Util	HQIsUnlocked	HQIsUnlocked		LuaGlueFunctor0R	jmp	eax	0074e8c0	0075bd80	0075cc60	00fe7bc4	0142e320	007555f1
Util	HQSetAllowedOverride	HQSetAllowedOverride		LuaGlueFunctor0	adapter	1	0074e780	0075bd60	0075cc50	00fe7bbc	0142e31c	0075559d
Util	HQSetOnMiniMap	HQSetOnMiniMap		LuaGlueFunctor0	adapter	1	0074e950	0075bd90	0075cc70	00fe7bcc	0142e324	00755645
Util	HQSetUnlocked	HQSetUnlocked		LuaGlueFunctor0	adapter	1	0074e820	0075bd40	0075cc40	00fe7bb4	0142e318	00755549
Util	HideVeryFarSceneMesh	HideVeryFarSceneMesh		LuaGlueFunctor0	adapter	1	00753a90	0075c600	0075d0e0	00fe7ed4	0142e4a8	00757619
Util	InitMissionList	InitMissionList		LuaGlueFunctor0	inlined	1	00759da0	00759da0	00759db0	00fe79fc	0142e23c	0075433d
Util	InteriorLoadSetDisableTeleport	InteriorLoadSetDisableTeleport		LuaGlueFunctor0	inlined		0075c440	0075c440	0075d000	00fe7e4c	0142e464	00757085
Util	IsAchievementGranted	IsAchievementGranted		LuaGlueFunctor0R	jmp	eax	007525c0	0075c550	0075d080	00fe7e94	0142e488	00757379
Util	IsBlockLoaded	IsBlockLoaded		LuaGlueFunctor0R	jmp	eax	00757b00	0075d180	0075d350	00fe7afc	0142e2bc	00754dbd
Util	IsCustomTagLoaded	IsCustomTagLoaded		LuaGlueFunctor0R	jmp	eax	0074d210	0075bb00	0075cae0	00fe7ae4	0142e2b0	00754cc1
Util	IsDaytime	IsDaytime		LuaGlueFunctor0R	jmp	eax	0074de80	0075bb80	0075cb40	00fe7b2c	0142e2d4	00754fb5
Util	IsHandleValid	IsHandleValid		LuaGlueFunctor0R	jmp	eax	00758cd0	0075d470	0075d590	00fe7a44	0142e260	00754631
Util	IsInteriorEnabled	IsInteriorEnabled		LuaGlueFunctor0R	jmp	eax	00751a00	0075c4b0	0075d020	00fe7e5c	0142e46c	0075712d
Util	IsLoadingFrance	IsLoadingFrance		LuaGlueFunctor0R	jmp	eax	0074ed30	0075be70	0075cce0	00fe7c24	0142e350	007559e1
Util	IsObjectHandleValid	IsObjectHandleValid		LuaGlueFunctor0R	jmp	eax	0074c8c0	0075b900	0075c9d0	00fe7a4c	0142e264	00754685
Util	IsPlayerInInterior	IsPlayerInInterior		LuaGlueFunctor0R	jmp	eax	007519a0	0075c3d0	0075cfb0	00fe7e1c	0142e44c	00756e8d
Util	KillAllEvents	KillAllEvents		LuaGlueFunctor0	adapter	1	007588e0	0075d400	0075d550	00fe79cc	0142e224	00754145
Util	KillEvent	KillEvent		LuaGlueFunctor0	adapter	1	0074c2c0	0075b840	0075c950	00fe79c4	0142e220	007540f1
Util	KillMiniZep	KillMiniZep		LuaGlueFunctor0	inlined	1	0075b460	0075b460	0075b590	00fe7dcc	0142e424	00756b45
Util	KillMission	KillMission		LuaGlueFunctor0	adapter	1	00758a80	0075d440	0075d570	00fe79e4	0142e230	00754241
Util	KillPlane	KillPlane		LuaGlueFunctor0	inlined	1	0075b3a0	0075b3a0	0075b530	00fe7c5c	0142e36c	00755c2d
Util	LoadAnimGroup	LoadAnimGroup		LuaGlueFunctor0	adapter	1	00753e30	0075c680	0075d120	00fe7efc	0142e4bc	007577bd
Util	LoadDynamicNode	LoadDynamicNode		LuaGlueFunctor0	adapter	1	00757950	0075d160	0075d340	00fe7aec	0142e2b4	00754d15
Util	LoadStaticENTag	LoadStaticENTag		LuaGlueFunctor0	adapter	1	0074d0b0	0075bac0	0075cac0	00fe7ad4	0142e2a8	00754c19
Util	LockInteriorDoors	LockInteriorDoors		LuaGlueFunctor0	adapter	1	00751cc0	0075c490	0075d010	00fe7e54	0142e468	007570d9
Util	LuaHook_Require	LuaHook_Require		LuaGlueFunctor0R	jmp	eax	00753b20	0075c230	0075ced0	00fe7d8c	0142e404	007568a5
Util	MakeEscalationCallback	MakeEscalationCallback		LuaGlueFunctor0	adapter	1	0074c420	0075b890	0075c980	00fe79f4	0142e238	007542e9
Util	MissionComplete	MissionComplete		LuaGlueFunctor0	inlined	1	0075b170	0075b170	0075b190	00fe7ebc	0142e49c	0075751d
Util	MissionFail	MissionFail		LuaGlueFunctor0	adapter	1	00752790	0075c5a0	0075d0b0	00fe7eb4	0142e498	007574c9
Util	NewMission	NewMission		LuaGlueFunctor0R	jmp	eax	0074c590	0075b860	0075c960	00fe79dc	0142e22c	007541ed
Util	Pause	Pause		LuaGlueFunctor0	adapter	1	0074d340	0075b940	0075ca00	00fe7a64	0142e270	00754781
Util	PreloadAnimGroup	PreloadAnimGroup		LuaGlueFunctor0	adapter	1	00753db0	0075c660	0075d110	00fe7ef4	0142e4b8	00757769
Util	QueueTutorial	QueueTutorial		LuaGlueFunctor0	adapter	1	007536f0	0075c150	0075ce60	00fe7d0c	0142e3c4	00756365
Util	RecordMissionComplete	RecordMissionComplete		LuaGlueFunctor0	inlined	1	0075b3e0	0075b3e0	0075b550	00fe7cec	0142e3b4	00756215
Util	RecordRaceTime	RecordRaceTime		LuaGlueFunctor0	adapter	1	007533c0	0075c1f0	0075ceb0	00fe7d7c	0142e3fc	007567fd
Util	RecordWTFZoneFlipped	RecordWTFZoneFlipped		LuaGlueFunctor0	inlined	1	0075b3c0	0075b3c0	0075b540	00fe7ce4	0142e3b0	007561c1
Util	RegisterLuaUpdate	RegisterLuaUpdate		LuaGlueFunctor0	adapter	1	00752150	0075c4c0	0075d030	00fe7e64	0142e470	00757181
Util	ReloadAllWSDData	ReloadAllWSDData		LuaGlueFunctor0	inlined	1	0075b340	0075b340	0075b500	00fe7c0c	0142e344	007558e5
Util	RemoveAvailableMissionMessage	RemoveAvailableMissionMessage		LuaGlueFunctor0	adapter	1	007520d0	0075bf50	0075cd60	00fe7c7c	0142e37c	00755d7d
Util	RemoveFromMultigrid	RemoveFromMultigrid		LuaGlueFunctor0	adapter	1	00753d40	0075c640	0075d100	00fe7eec	0142e4b4	00757715
Util	RemovePlane	RemovePlane		LuaGlueFunctor0	inlined	1	0075b380	0075b380	0075b520	00fe7c54	0142e368	00755bd9
Util	RequestDynamicBlueprint	RequestDynamicBlueprint		LuaGlueFunctor0	adapter	1	0074e680	0075bcf0	0075cc10	00fe7b9c	0142e30c	0075544d
Util	RequestNode	RequestNode		LuaGlueFunctor0	adapter	1	00751090	0075c3a0	0075cf90	00fe7e0c	0142e444	00756de5
Util	ResetDayTimeScale	ResetDayTimeScale		LuaGlueFunctor0	inlined	1	0075b320	0075b320	0075b4f0	00fe7b3c	0142e2dc	0075505d
Util	ScriptLoaded	ScriptLoaded		LuaGlueFunctor0	adapter	1	0074dc60	0075b870	0075c970	00fe79ec	0142e234	00754295
Util	SelectRandomBlueprint	SelectRandomBlueprint		LuaGlueFunctor0R	jmp	eax	00759570	0075d4d0	0075d5d0	00fe7c1c	0142e34c	0075598d
Util	SendPerkMessage	SendPerkMessage		LuaGlueFunctor0	adapter	1	00751d70	0075bf10	0075cd40	00fe7c64	0142e370	00755c81
Util	SetAllDynamicTutorialsToDisabled	SetAllDynamicTutorialsToDisabled		LuaGlueFunctor0	inlined	1	0075b400	0075b400	0075b560	00fe7d5c	0142e3ec	007566ad
Util	SetBirdDensity	SetBirdDensity		LuaGlueFunctor0	adapter	1	007526f0	0075c580	0075d0a0	00fe7eac	0142e494	00757475
Util	SetDayTimeScale	SetDayTimeScale		LuaGlueFunctor0	adapter	1	0074dee0	0075bb90	0075cb50	00fe7b34	0142e2d8	00755009
Util	SetDifficultySkew	SetDifficultySkew		LuaGlueFunctor0	adapter	1	0074eda0	0075bd10	0075cc20	00fe7ba4	0142e310	007554a1
Util	SetDisableAuroraGuns	SetDisableAuroraGuns		LuaGlueFunctor0	adapter	1	00751fe0	0075c1d0	0075cea0	00fe7d6c	0142e3f4	00756755
Util	SetDisableControls	SetDisableControlsTable		LuaGlueFunctor0	adapter	1	00750110	0075be80	0075ccf0	00fe7c2c	0142e354	00755a35
Util	SetDisableMessengers	SetDisableMessengers		LuaGlueFunctor0	adapter	1	00752060	0075bff0	0075cdb0	00fe7ca4	0142e390	00755f21
Util	SetDisguiseCallback	SetDisguiseCallback		LuaGlueFunctor0	adapter	1	00758080	0075d1d0	0075d380	00fe7d14	0142e3c8	007563b9
Util	SetDisguiseCompleteCallback	SetDisguiseCompleteCallback		LuaGlueFunctor0	adapter	1	00753510	0075c170	0075ce70	00fe7d44	0142e3e0	007565b1
Util	SetDisguiseStartedCallback	SetDisguiseStartedCallback		LuaGlueFunctor0	adapter	1	007581d0	0075d240	0075d3a0	00fe7d24	0142e3d0	00756461
Util	SetDynamicPriority	SetDynamicPriority		LuaGlueFunctor0	adapter	1	00752fc0	0075c5c0	0075d0c0	00fe7ec4	0142e4a0	00757571
Util	SetGarageEnable	SetGarageEnable		LuaGlueFunctor0	adapter	1	00752960	0075c050	0075cde0	00fe7cbc	0142e39c	0075601d
Util	SetInteriorFloorData	SetInteriorFloorData		LuaGlueFunctor0	adapter	1	00751550	0075c380	0075cf80	00fe7e04	0142e440	00756d91
Util	SetLastMissionChatter	SetLastMissionChatter		LuaGlueFunctor0	adapter	1	0074ec40	0075be10	0075ccb0	00fe7bec	0142e334	00755795
Util	SetLostDisguiseCallback	SetLostDisguiseCallback		LuaGlueFunctor0	adapter	1	00758320	0075d2b0	0075d3c0	00fe7d34	0142e3d8	00756509
Util	SetLuaSaveVersion	SetLuaSaveVersion		LuaGlueFunctor0	adapter	1	00752430	0075c500	0075d050	00fe7e74	0142e478	00757229
Util	SetMiniZepSpline	SetMiniZepSpline		LuaGlueFunctor0	adapter	1	0074fe30	0075c280	0075cf00	00fe7da4	0142e410	007569a1
Util	SetNumMissions	SetNumMissions		LuaGlueFunctor0	adapter	1	007532e0	0075c110	0075ce40	00fe7cfc	0142e3bc	007562bd
Util	SetNumWTFZones	SetNumWTFZones		LuaGlueFunctor0	adapter	1	00753350	0075c0f0	0075ce30	00fe7cf4	0142e3b8	00756269
Util	SetOverrideLoadScreenFadeIn	SetOverrideLoadScreenFadeIn		LuaGlueFunctor0	adapter	1	00752490	0075c520	0075d060	00fe7e7c	0142e47c	0075727d
Util	SetPerkAvailable	SetPerkAvailable		LuaGlueFunctor0	adapter	1	00751f30	0075c1b0	0075ce90	00fe7d64	0142e3f0	00756701
Util	SetPlaneHealth	SetPlaneHealth		LuaGlueFunctor0	adapter	1	0074f950	0075bf30	0075cd50	00fe7c6c	0142e374	00755cd5
Util	SetPlayerAtHQ	SetPlayerAtHQ		LuaGlueFunctor0	adapter	1	0074eab0	0075bdd0	0075cc90	00fe7bdc	0142e32c	007556ed
Util	SetPlayerCurrentAct	SetPlayerCurrentAct		LuaGlueFunctor0	adapter	1	0074ecc0	0075be50	0075ccd0	00fe7bfc	0142e33c	0075583d
Util	SetPlayerCurrentMission	SetPlayerCurrentMission		LuaGlueFunctor0	adapter	1	0074eb20	0075be30	0075ccc0	00fe7bf4	0142e338	007557e9
Util	SetPlayerLastCompletedMission	SetPlayerLastCompletedMission		LuaGlueFunctor0	adapter	1	0074ebb0	0075bdf0	0075cca0	00fe7be4	0142e330	00755741
Util	SetPlayerLastHQ	SetPlayerLastHQ		LuaGlueFunctor0	adapter	1	0074e9f0	0075bdb0	0075cc80	00fe7bd4	0142e328	00755699
Util	SetShopDisplayLockedByPerks	SetShopDisplayLockedByPerks		LuaGlueFunctor0	adapter	1	00752c40	0075c090	0075ce00	00fe7ccc	0142e3a4	007560c5
Util	SetShopEnable	SetShopEnable		LuaGlueFunctor0	adapter	1	007528f0	0075c030	0075cdd0	00fe7cb4	0142e398	00755fc9
Util	SetTime	SetTime		LuaGlueFunctor0	adapter	1	0074dcf0	0075bb40	0075cb10	00fe7b14	0142e2c8	00754eb9
Util	SetTimeScale	SetTimeScale		LuaGlueFunctor0	adapter	1	0074d3e0	0075b960	0075ca10	00fe7a6c	0142e274	007547d5
Util	ShopMacro	ShopMacro		LuaGlueFunctor0	adapter	1	007529d0	0075c070	0075cdf0	00fe7cc4	0142e3a0	00756071
Util	ShowAchievements	ShowAchievements		LuaGlueFunctor0	inlined	1	0075b070	0075b070	0075b080	00fe7e84	0142e480	007572d1
Util	ShowVeryFarSceneMesh	ShowVeryFarSceneMesh		LuaGlueFunctor0	adapter	1	00753a00	0075c5e0	0075d0d0	00fe7ecc	0142e4a4	007575c5
