table	lua_name	cpp_symbol	cpp_class	family	shape	nresults	impl_va	thunk_va	stub_va	vtable_va	s_name_slot	stanza_va
Combat	SetWimpyUntilProvoked	SetWimpyUntilProvoked		LuaGlueFunctor0	adapter	1	00722790	00725690	00725bf0	00fe0768	0142db34	007204e5
Combat	ThrowGrenade	ThrowGrenade		LuaGlueFunctor0	adapter	1	00724640	00725990	00725d70	00fe0830	0142db98	00720d19
Combat	UnlockMeleeMove	UnlockMeleeMove		LuaGlueFunctor0	adapter	1	00724470	007259d0	00725d90	00fe0848	0142dba4	00720e15
Damage	GetDamageState	GetDamageState		LuaGlueFunctor0R	jmp	eax	00727f70	007281a0	007281c0	00fe09c8	0142dbc4	00728111
Damage	SetDamageState	SetDamageState		LuaGlueFunctor0	adapter	1	00727e80	00728180	007281b0	00fe09c0	0142dbc0	007280bd
Filter	Delete	DeleteFilter		LuaGlueFunctor0	adapter	1	00728310	007285f0	00728620	00fe0a88	0142dbd4	00728451
Filter	Match	MatchFilter		LuaGlueFunctor0R	jmp	eax	00728510	00728630	00728640	00fe0a90	0142dbd8	007284a5
Filter	New	NewFilter		LuaGlueFunctor0R	jmp	eax	00728230	007285e0	00728610	00fe0a80	0142dbd0	007283fd
FocusPt	Create	FocusPtCreate		LuaGlueFunctor0R	jmp	eax	007286f0	00729b10	00729c90	00fe0d88	0142dbf0	0072907d
FocusPt	Delete	FocusPtDelete		LuaGlueFunctor0	adapter	1	00728970	00729b20	00729ca0	00fe0d90	0142dbf4	007290d1
FocusPt	Enable	FocusPtEnable		LuaGlueFunctor0	adapter	1	007289d0	00729b40	00729cb0	00fe0d98	0142dbf8	00729125
FocusPt	Exists	FocusPtExists		LuaGlueFunctor0R	jmp	eax	00728ae0	00729b70	00729cd0	00fe0da8	0142dc00	007291cd
FocusPt	GetForceCameraFocus	FocusPtGetForceCameraFocus		LuaGlueFunctor0R	jmp	eax	00728fc0	00729c80	00729d60	00fe0e00	0142dc2c	00729569
FocusPt	IsEnabled	FocusPtIsEnabled		LuaGlueFunctor0R	jmp	eax	00728a60	00729b60	00729cc0	00fe0da0	0142dbfc	00729179
FocusPt	LoadMissionPictures	FocusPtLoadMissionPictures		LuaGlueFunctor0	adapter	1	00728c40	00729c00	00729d20	00fe0dd8	0142dc18	007293c5
FocusPt	SetExteriorPts	FocusPtSetExteriorPts		LuaGlueFunctor0	adapter	1	00728e70	00729c20	00729d30	00fe0de8	0142dc20	0072946d
FocusPt	SetForceCameraFocus	FocusPtSetForceCameraFocus		LuaGlueFunctor0	adapter	1	00728f50	00729c60	00729d50	00fe0df8	0142dc28	00729515
FocusPt	SetInteriorPts	FocusPtSetInteriorPts		LuaGlueFunctor0	adapter	1	00728ee0	00729c40	00729d40	00fe0df0	0142dc24	007294c1
FocusPt	SetObjective	FocusPtSetObjective		LuaGlueFunctor0	adapter	1	00728ca0	00729ba0	00729cf0	00fe0dc0	0142dc0c	007292c9
FocusPt	SetOnFailFocusCallback	FocusPtSetOnFailFocusCallback		LuaGlueFunctor0	adapter	1	00729780	00729d90	00729dc0	00fe0e10	0142dc34	00729611
FocusPt	SetOnFocusCallback	FocusPtSetOnFocusCallback		LuaGlueFunctor0	adapter	1	00729680	00729d70	00729db0	00fe0e08	0142dc30	007295bd
FocusPt	SetPictureInfo	FocusPtSetPictureInfo		LuaGlueFunctor0	adapter	1	00728b60	00729b80	00729ce0	00fe0db8	0142dc08	00729275
FocusPt	SetPriority	FocusPtSetPriority		LuaGlueFunctor0	adapter	1	00728d40	00729bc0	00729d00	00fe0dc8	0142dc10	0072931d
FocusPt	SetRange	FocusPtSetRange		LuaGlueFunctor0	adapter	1	00728de0	00729be0	00729d10	00fe0dd0	0142dc14	00729371
FocusPt	SetTexture	FocusPtSetTexture		LuaGlueFunctor0	inlined	1	00729940	00729940	00729950	00fe0db0	0142dc04	00729221
FocusPt	UnloadMissionPictures	FocusPtUnloadMissionPictures		LuaGlueFunctor0	inlined	1	00729ae0	00729ae0	00729b00	00fe0de0	0142dc1c	00729419
Freeplay	BlockZoneForSave	BlockZoneForSave		LuaGlueFunctor0	adapter	1	0072afd0	0072c180	0072c410	00fe13fc	0142dc94	0072b79d
Freeplay	GetAllAmbientTags	GetAllAmbientTags		LuaGlueFunctor0R	jmp	eax	00729e00	0072bfe0	0072c320	00fe135c	0142dc44	0072b10d
Freeplay	GetAmbientCompleteTable	GetAmbientCompleteTable		LuaGlueFunctor0R	jmp	eax	0072ac80	0072c0c0	0072c3b0	00fe13a4	0142dc68	0072b401
Freeplay	GetAmbientTotalsTable	GetAmbientTotalsTable		LuaGlueFunctor0R	jmp	eax	0072aad0	0072c0b0	0072c3a0	00fe139c	0142dc64	0072b3ad
Freeplay	GetAmbientTypeFromTag	GetAmbientTypeFromTag		LuaGlueFunctor0R	jmp	eax	00729ea0	0072c050	0072c360	00fe137c	0142dc54	0072b25d
Freeplay	GetNumCollectablesCollected	GetNumCollectablesCollected		LuaGlueFunctor0R	jmp	eax	0072aee0	0072c150	0072c3f0	00fe13ec	0142dc8c	0072b6f5
Freeplay	GetTotalCollectables	GetTotalCollectables		LuaGlueFunctor0R	jmp	eax	0072ae80	0072c140	0072c3e0	00fe13e4	0142dc88	0072b6a1
Freeplay	IsAmbientTagUnlocked	IsAmbientTagUnlocked		LuaGlueFunctor0R	jmp	eax	0072a2f0	0072c060	0072c370	00fe1384	0142dc58	0072b2b1
Freeplay	IsFreeplayAchievementUnlocked	IsFreeplayAchievementUnlocked		LuaGlueFunctor0	inlined		0072c0d0	0072c0d0	0072c3c0	00fe13cc	0142dc7c	0072b5a5
Freeplay	ResetAmbientTag	ResetAmbientTag		LuaGlueFunctor0	adapter	1	0072a170	0072c030	0072c350	00fe1374	0142dc50	0072b209
Freeplay	SetAmbientNamesTable	SetAmbientNamesTable		LuaGlueFunctor0	adapter	1	0072a780	0072c120	0072c3d0	00fe13d4	0142dc80	0072b5f9
Freeplay	SetAmbientOnCompleteCallback	SetAmbientOnCompleteCallback		LuaGlueFunctor0	adapter	1	0072b810	0072c440	0072c4b0	00fe13b4	0142dc70	0072b4a9
Freeplay	SetAmbientOnInitCallback	SetAmbientOnInitCallback		LuaGlueFunctor0	adapter	1	0072b920	0072c420	0072c4a0	00fe13ac	0142dc6c	0072b455
Freeplay	SetAmbientOnReloadCallback	SetAmbientOnReloadCallback		LuaGlueFunctor0	adapter	1	0072ba30	0072c460	0072c4c0	00fe13bc	0142dc74	0072b4fd
Freeplay	SetupCollectableCallback	SetupCollectableCallback		LuaGlueFunctor0	adapter	1	0072bb40	0072c480	0072c4d0	00fe13dc	0142dc84	0072b64d
Freeplay	UnloadAmbientFreeplay	UnloadAmbientFreeplay		LuaGlueFunctor0	adapter	1	0072af40	0072c160	0072c400	00fe13f4	0142dc90	0072b749
Freeplay	UnlockAmbientTag	UnlockAmbientTag		LuaGlueFunctor0	adapter	1	00729f30	0072bff0	0072c330	00fe1364	0142dc48	0072b161
Freeplay	UnlockAmbientType	UnlockAmbientType		LuaGlueFunctor0	adapter	1	0072a040	0072c010	0072c340	00fe136c	0142dc4c	0072b1b5
Freeplay	UnlockFreeplayAchievement	UnlockFreeplayAchievement		LuaGlueFunctor0	inlined	1	0072beb0	0072beb0	0072bec0	00fe13c4	0142dc78	0072b551
Freeplay	UpdateAmbientCompleteTable	UpdateAmbientCompleteTable		LuaGlueFunctor0	adapter	1	0072a580	0072c090	0072c390	00fe1394	0142dc60	0072b359
Freeplay	UpdateAmbientTotalsTable	UpdateAmbientTotalsTable		LuaGlueFunctor0	adapter	1	0072a380	0072c070	0072c380	00fe138c	0142dc5c	0072b305
HUD	AddButtonPrompt	HUDAddButtonPrompt		LuaGlueFunctor0R	jmp	eax	0072fed0	00731d50	00731d90	00fe1ec8	0142dd54	0072f8ad
HUD	AddContraband	HUDAddContraband		LuaGlueFunctor0	adapter	1	0072d180	00731830	00731b90	00fe1e08	0142dcf4	0072f0cd
HUD	AddGroundDecal	HUDAddGroundDecal		LuaGlueFunctor0R	jmp	eax	00730930	00731e20	00731eb0	00fe1db8	0142dccc	0072ed85
HUD	AddLoadScreenTutorials	HUDAddLoadScreenTutorials		LuaGlueFunctor0	adapter	1	0072ce70	00731800	00731b70	00fe1df0	0142dce8	0072efd1
HUD	AddObjective	HUDAddObjective		LuaGlueFunctor0R	jmp	eax	0072daa0	007318d0	00731bf0	00fe1e38	0142dd0c	0072f2c5
HUD	AddProgressBarCallback	HUDAddProgressBarCallback		LuaGlueFunctor0	adapter	1	0072fd10	00731d30	00731d80	00fe1e58	0142dd1c	0072f415
HUD	AddSubtitle	HUDAddSubtitle		LuaGlueFunctor0R	jmp	eax	0072d2f0	00731850	00731ba0	00fe1e10	0142dcf8	0072f121
HUD	AddTimer	HUDAddTimer		LuaGlueFunctor0	adapter	1	0072cb50	007317b0	00731b40	00fe1dc8	0142dcd4	0072ee2d
HUD	AddToolTip	HUDAddToolTip		LuaGlueFunctor0R	jmp	eax	0072d5a0	00731860	00731bb0	00fe1e18	0142dcfc	0072f175
HUD	AddUpdateBoxText	HUDAddUpdateBoxText		LuaGlueFunctor0R	jmp	eax	0072cf40	00731820	00731b80	00fe1e00	0142dcf0	0072f079
HUD	ArrowOff	DirectionalArrowOff		LuaGlueFunctor0	inlined	1	00731380	00731380	00731690	00fe1d88	0142dcb4	0072eb8d
HUD	ArrowOn	DirectionalArrowOn		LuaGlueFunctor0	adapter	1	007301f0	00731db0	00731e60	00fe1d80	0142dcb0	0072eb39
HUD	ClearAllObjectiveMarkers	HUDClearAllObjectiveMarkers		LuaGlueFunctor0	inlined	1	007313b0	007313b0	007316a0	00fe1db0	0142dcc8	0072ed31
HUD	ClearAllObjectives	HUDClearAllObjectives		LuaGlueFunctor0	inlined	1	00731430	00731430	007316e0	00fe1e80	0142dd30	0072f5b9
HUD	ClearButtonPrompt	HUDClearButtonPrompt		LuaGlueFunctor0	adapter	1	0072e3c0	00731a10	00731ca0	00fe1ed0	0142dd58	0072f901
HUD	ClearGPSCourse	HUDClearGPSCourse		LuaGlueFunctor0	inlined	1	00731490	00731490	00731710	00fe1ea8	0142dd44	0072f75d
HUD	ClearGPSTarget	HUDClearGPSTarget		LuaGlueFunctor0	inlined	1	00731470	00731470	00731700	00fe1e98	0142dd3c	0072f6b5
HUD	ClearLoadScreenTutorials	HUDClearLoadScreenTutorials		LuaGlueFunctor0	inlined	1	00731410	00731410	007316d0	00fe1df8	0142dcec	0072f025
HUD	ClearPauseMenuPos	HUDClearPauseMenuPos		LuaGlueFunctor0	inlined	1	007314b0	007314b0	00731720	00fe1ec0	0142dd50	0072f859
HUD	ClearTutorialText	HUDClearTutorialText		LuaGlueFunctor0	inlined	1	007313f0	007313f0	007316c0	00fe1de8	0142dce4	0072ef7d
HUD	ClearWaypoint	HUDClearWaypoint		LuaGlueFunctor0	inlined	1	00731500	00731500	00731740	00fe1ef0	0142dd68	0072fa51
HUD	FlashObjectiveMarker	HUDFlashObjectiveMarker		LuaGlueFunctor0R	jmp	eax	00730810	00731e10	00731ea0	00fe1da8	0142dcc4	0072ecdd
HUD	FlashRestrictedAreas	HUDFlashRestrictedAreas		LuaGlueFunctor0	inlined		007314d0	007314d0	00731730	00fe1ee0	0142dd60	0072f9a9
HUD	GetProgressBarValue	HUDGetProgressBarValue		LuaGlueFunctor0R	jmp	eax	0072de70	00731920	00731c20	00fe1e50	0142dd18	0072f3c1
HUD	GetWaypointPosition	HUDGetWaypointPosition		LuaGlueFunctor0R	jmp	eax	0072e6d0	00731a80	00731ce0	00fe1f00	0142dd70	0072faf9
HUD	HasWaypoint	HUDHasWaypoint		LuaGlueFunctor0R	jmp	eax	0072e670	00731a70	00731cd0	00fe1ef8	0142dd6c	0072faa5
HUD	KeepObjectivesVisible	HUDKeepObjectivesVisible		LuaGlueFunctor0	adapter	1	0072e010	00731950	00731c40	00fe1e68	0142dd24	0072f4bd
HUD	LoadObject	HUDLoadObject		LuaGlueFunctor0	adapter	1	0072ca50	00731770	00731b20	00fe1d70	0142dca8	0072ea91
HUD	ModifyMessageColor	HUDModifyMessageColor		LuaGlueFunctor0	adapter	1	0072d990	007318b0	00731be0	00fe1e30	0142dd08	0072f271
HUD	ModifyMessageString	HUDModifyMessageString		LuaGlueFunctor0	adapter	1	0072d830	00731890	00731bd0	00fe1e28	0142dd04	0072f21d
HUD	PauseTimer	HUDPauseTimer		LuaGlueFunctor0	adapter	1	0072ccc0	007317d0	00731b50	00fe1dd0	0142dcd8	0072ee81
HUD	PlayAdvancedTutorial	HUDPlayAdvancedTutorial		LuaGlueFunctor0	adapter	1	007300e0	00731d60	00731da0	00fe1f18	0142dd7c	0072fbf5
HUD	RemoveCheckpointFromMap	HUDRemoveCheckpointFromMap		LuaGlueFunctor0	adapter	1	0072e920	00731af0	00731d20	00fe1f28	0142dd84	0072fc9d
HUD	RemoveGroundDecal	HUDRemoveGroundDecal		LuaGlueFunctor0R	jmp	eax	00730a30	00731e30	00731ec0	00fe1dc0	0142dcd0	0072edd9
HUD	RemoveMessage	HUDRemoveMessage		LuaGlueFunctor0	adapter	1	0072d790	00731870	00731bc0	00fe1e20	0142dd00	0072f1c9
HUD	RemoveObjective	HUDRemoveObjective		LuaGlueFunctor0	adapter	1	0072e120	00731990	00731c60	00fe1e78	0142dd2c	0072f565
HUD	RemoveObjectiveMarker	HUDRemoveObjectiveMarker		LuaGlueFunctor0R	jmp	eax	00730610	00731de0	00731e80	00fe1d98	0142dcbc	0072ec35
HUD	RemoveTimer	HUDRemoveTimer		LuaGlueFunctor0	inlined	1	007313d0	007313d0	007316b0	00fe1dd8	0142dcdc	0072eed5
HUD	SetEnableAllGPSEdgesInTrigger	SetEnableAllGPSEdgesInTrigger		LuaGlueFunctor0	adapter	1	0072e5e0	00731a90	00731cf0	00fe1f08	0142dd74	0072fb4d
HUD	SetGPSCourse	HUDSetGPSCourse		LuaGlueFunctor0	adapter	1	0072e1c0	007319b0	00731c70	00fe1ea0	0142dd40	0072f709
HUD	SetGPSTarget	HUDSetGPSTarget		LuaGlueFunctor0	adapter	1	00730b30	00731e40	00731ed0	00fe1e88	0142dd34	0072f60d
HUD	SetGPSTargetToFocus	HUDSetGPSTargetToFocus		LuaGlueFunctor0	inlined	1	00731450	00731450	007316f0	00fe1e90	0142dd38	0072f661
HUD	SetMinimapZoom	HUDSetMinimapZoom		LuaGlueFunctor0	adapter	1	0072e240	007319d0	00731c80	00fe1eb0	0142dd48	0072f7b1
HUD	SetObjectiveMarker	HUDSetObjectiveMarker		LuaGlueFunctor0R	jmp	eax	007303d0	00731dd0	00731e70	00fe1d90	0142dcb8	0072ebe1
HUD	SetObjectiveStatus	HUDSetObjectiveStatus		LuaGlueFunctor0	adapter	1	0072df90	00731930	00731c30	00fe1e60	0142dd20	0072f469
HUD	SetObjectiveText	HUDSetObjectiveText		LuaGlueFunctor0	adapter	1	0072e080	00731970	00731c50	00fe1e70	0142dd28	0072f511
HUD	SetPauseMenuPos	HUDSetPauseMenuPos		LuaGlueFunctor0	adapter	1	0072e2f0	007319f0	00731c90	00fe1eb8	0142dd4c	0072f805
HUD	SetProgressBarValue	HUDSetProgressBarValue		LuaGlueFunctor0	adapter	1	0072df00	00731900	00731c10	00fe1e48	0142dd14	0072f36d
HUD	SetTemplate	HUDSetTemplate		LuaGlueFunctor0	adapter	1	0072c9e0	00731750	00731b10	00fe1d68	0142dca4	0072ea3d
HUD	SetTransitionScreenParams	HUDSetTransitionScreenParams		LuaGlueFunctor0	adapter	1	0072e750	00731ab0	00731d00	00fe1f10	0142dd78	0072fba1
HUD	SetTutorialText	HUDSetTutorialText		LuaGlueFunctor0R	jmp	eax	0072cd40	007317f0	00731b60	00fe1de0	0142dce0	0072ef29
HUD	SetWaypoint	HUDSetWaypoint		LuaGlueFunctor0	adapter	1	0072e500	00731a50	00731cc0	00fe1ee8	0142dd64	0072f9fd
HUD	SetupProgressBar	HUDSetupProgressBar		LuaGlueFunctor0	adapter	1	0072dd20	007318e0	00731c00	00fe1e40	0142dd10	0072f319
HUD	ShowMissionTitle	HUDShowMissionTitle		LuaGlueFunctor0	adapter	1	0072e440	00731a30	00731cb0	00fe1ed8	0142dd5c	0072f955
HUD	ShowObjectiveMarker	HUDShowObjectiveMarker		LuaGlueFunctor0	adapter	1	00730710	00731df0	00731e90	00fe1da0	0142dcc0	0072ec89
HUD	StartMiniGame	HUDStartMiniGame		LuaGlueFunctor0	adapter	1	0072e8b0	00731ad0	00731d10	00fe1f20	0142dd80	0072fc49
HUD	UnloadObject	HUDUnloadObject		LuaGlueFunctor0	adapter	1	0072cae0	00731790	00731b30	00fe1d78	0142dcac	0072eae5
Inventory	DetachItem	DetachItem		LuaGlueFunctor0	adapter	1	007334c0	00733e60	00733f90	00fe229c	0142dda8	00732531
Inventory	EnableAmmoDrops	EnableAmmoDrops		LuaGlueFunctor0	adapter	1	007322b0	00733da0	00733df0	00fe22ec	0142ddd0	00732879
Inventory	GetAmmoCount	GetAmmoCount		LuaGlueFunctor0R	jmp	eax	007337d0	00733eb0	00733fc0	00fe22b4	0142ddb4	0073262d
Inventory	GetCountOfType	GetCountOfType		LuaGlueFunctor0R	jmp	eax	00732df0	00733e30	00733f60	00fe2284	0142dd9c	00732435
Inventory	GetItemOfType	GetItemOfType		LuaGlueFunctor0R	jmp	eax	00732f70	00733e20	00733f50	00fe227c	0142dd98	007323e1
Inventory	GetMaxDollars	GetMaxDollars		LuaGlueFunctor0R	jmp	eax	00732240	00733d90	00733de0	00fe22d4	0142ddc4	0073277d
Inventory	GetMoney	GetMoney		LuaGlueFunctor0R	jmp	eax	00732140	00733d60	00733dc0	00fe22c4	0142ddbc	007326d5
Inventory	GiveAmmo	GiveAmmo		LuaGlueFunctor0	adapter	1	00733640	00733e90	00733fb0	00fe22ac	0142ddb0	007325d9
Inventory	GiveItem	GiveItem		LuaGlueFunctor0	adapter	1	00732990	00733e00	00733f40	00fe2274	0142dd94	0073238d
Inventory	GiveMoney	GiveMoney		LuaGlueFunctor0	adapter	1	00733910	00733ec0	00733fd0	00fe22bc	0142ddb8	00732681
Inventory	HasAnyGuns	HasAnyGuns		LuaGlueFunctor0R	jmp	eax	00733100	00733f30	00734010	00fe22fc	0142ddd8	00732921
Inventory	HasItem	HasItem		LuaGlueFunctor0R	jmp	eax	00732c80	00733e40	00733f70	00fe228c	0142dda0	00732489
Inventory	HasWeapon	HasWeapon		LuaGlueFunctor0R	jmp	eax	00733c50	00733f20	00734000	00fe22f4	0142ddd4	007328cd
Inventory	HolsterWeapons	HolsterWeapons		LuaGlueFunctor0	adapter	1	00733b90	00733f00	00733ff0	00fe22e4	0142ddcc	00732825
Inventory	List	List		LuaGlueFunctor0R	jmp	eax	00733220	00733e50	00733f80	00fe2294	0142dda4	007324dd
Inventory	ListOfType	ListOfType		LuaGlueFunctor0R	jmp	eax	00733350	00733e80	00733fa0	00fe22a4	0142ddac	00732585
Inventory	RemoveAllWeapons	RemoveAllWeapons		LuaGlueFunctor0	adapter	1	00733ac0	00733ee0	00733fe0	00fe22dc	0142ddc8	007327d1
Inventory	SetMaxDollars	SetMaxDollars		LuaGlueFunctor0	adapter	1	007321b0	00733d70	00733dd0	00fe22cc	0142ddc0	00732729
Nav	AddMemberToFormation	AddMemberToFormation		LuaGlueFunctor0	adapter	1	00736ae0	00737170	007372b0	00fe28f4	0142de28	00734e6d
Nav	BoardVehicle	NavBoardVehicle		LuaGlueFunctor0	adapter	1	00735f30	00737060	00737220	00fe289c	0142ddfc	00734ad1
Nav	CanPathfind	CanPathfind		LuaGlueFunctor0	adapter	1	007350d0	00736f90	00736fb0	00fe28dc	0142de1c	00734d71
Nav	CancelFollowObject	CancelFollowObject		LuaGlueFunctor0	adapter	1	00736910	00737120	00737280	00fe28cc	0142de14	00734cc9
Nav	CancelScriptedPath	CancelScriptedPath		LuaGlueFunctor0	adapter	1	00736800	00737100	00737270	00fe28c4	0142de10	00734c75
Nav	ChooseWanderPoint	ChooseWanderPoint		LuaGlueFunctor0	inlined	1	00737160	00737160	007372a0	00fe28e4	0142de20	00734dc5
Nav	CreateFormation	CreateFormation		LuaGlueFunctor0R	jmp	eax	007344f0	00736eb0	00736f40	00fe28ec	0142de24	00734e19
Nav	EnableParadePath	EnableParadePath		LuaGlueFunctor0	adapter	1	00734710	00736f00	00736f70	00fe291c	0142de3c	00735011
Nav	EnterFormation	EnterFormation		LuaGlueFunctor0	adapter	1	00736b90	00737190	007372c0	00fe290c	0142de34	00734f69
Nav	ExitFormation	ExitFormation		LuaGlueFunctor0	adapter	1	00736df0	007371b0	007372d0	00fe2914	0142de38	00734fbd
Nav	FollowObject	FollowObject		LuaGlueFunctor0	adapter	1	00735960	00737000	007371f0	00fe2884	0142ddf0	007349d5
Nav	FormationMoveOnPath	FormationMoveOnPath		LuaGlueFunctor0	adapter	1	00734630	00736ee0	00736f60	00fe2904	0142de30	00734f15
Nav	FormationMoveToPoint	FormationMoveToPoint		LuaGlueFunctor0	adapter	1	00734560	00736ec0	00736f50	00fe28fc	0142de2c	00734ec1
Nav	MoveToObject	MoveToObject		LuaGlueFunctor0	adapter	1	007355e0	00736fe0	007371e0	00fe287c	0142ddec	00734981
Nav	MoveToPoint	MoveToPoint		LuaGlueFunctor0	adapter	1	00735280	00736fc0	007371d0	00fe2874	0142dde8	0073492d
Nav	SetFollowObjectBoardCallback	SetFollowObjectBoardCallback		LuaGlueFunctor0	adapter	1	00735cf0	00737020	00737200	00fe288c	0142ddf4	00734a29
Nav	SetFollowObjectUnboardCallback	SetFollowObjectUnboardCallback		LuaGlueFunctor0	adapter	1	00735e10	00737040	00737210	00fe2894	0142ddf8	00734a7d
Nav	SetScriptedPath	SetScriptedPath		LuaGlueFunctor0	adapter	1	007361c0	00737080	00737230	00fe28a4	0142de00	00734b25
Nav	SetScriptedPathMoveMode	SetScriptedPathMoveMode		LuaGlueFunctor0	adapter	1	007364b0	007370a0	00737240	00fe28ac	0142de04	00734b79
Nav	SetScriptedPathSpeed	SetScriptedPathSpeed		LuaGlueFunctor0	adapter	1	007366c0	007370e0	00737260	00fe28bc	0142de0c	00734c21
Nav	SetScriptedPathType	SetScriptedPathType		LuaGlueFunctor0	adapter	1	007365b0	007370c0	00737250	00fe28b4	0142de08	00734bcd
Nav	StopMoving	StopMoving		LuaGlueFunctor0	adapter	1	00736a20	00737140	00737290	00fe28d4	0142de18	00734d1d
Nav	TreysMoveSeanToPointDangerous	TreysMoveSeanToPointDangerous		LuaGlueFunctor0	adapter	1	007347c0	00736f20	00736f80	00fe2924	0142de40	00735065
Object	Actuate	ActuateObject		LuaGlueFunctor0	adapter	1	00739210	0073cb40	0073cdc0	00fe3328	0142dec8	0073a485
Object	CreateSpawner	CreateSpawner		LuaGlueFunctor0	adapter	1	0073c730	0073d020	0073d0b0	00fe3360	0142dee4	0073a6d1
Object	Despawn	DespawnObject		LuaGlueFunctor0	adapter	1	0073bda0	0073cfa0	0073d060	00fe3298	0142de80	00739e9d
Object	EnableAnimatedPropPart	EnableAnimatedPropPart		LuaGlueFunctor0	adapter	1	00739620	0073cbb0	0073ce00	00fe3348	0142ded8	0073a5d5
Object	EnableSpawner	EnableSpawner		LuaGlueFunctor0	adapter	1	00738dc0	0073cbe0	0073ce20	00fe3368	0142dee8	0073a725
Object	ForceClose	ForceClose		LuaGlueFunctor0	adapter	1	00739560	0073cb80	0073cde0	00fe3338	0142ded0	0073a52d
Object	ForceOpen	ForceOpen		LuaGlueFunctor0	adapter	1	007394a0	0073cb60	0073cdd0	00fe3330	0142decc	0073a4d9
Object	GetAngle	GetAngle		LuaGlueFunctor0R	jmp	eax	00737b70	0073c980	0073cc90	00fe3240	0142de54	00739b01
Object	GetAttrPtAttachments	GetAttrPtAttachments		LuaGlueFunctor0R	jmp	eax	00738c30	0073caf0	0073cd80	00fe3300	0142deb4	0073a2e1
Object	GetBoneHandleFromCarriage	GetBoneHandleFromCarriage		LuaGlueFunctor0R	jmp	eax	00739770	0073cbd0	0073ce10	00fe3358	0142dee0	0073a67d
Object	GetDistance	ObjectGetDistance		LuaGlueFunctor0R	jmp	eax	00738a10	0073c9e0	0073ccd0	00fe3260	0142de64	00739c51
Object	GetHealth	GetHealth		LuaGlueFunctor0R	jmp	eax	0073b250	0073d000	0073d090	00fe32d0	0142de9c	0073a0e9
Object	GetMaxHealth	GetMaxHealth		LuaGlueFunctor0R	jmp	eax	00737f70	0073ca70	0073cd30	00fe32d8	0142dea0	0073a13d
Object	GetObjectsWithLabel	GetObjectsWithLabel		LuaGlueFunctor0R	jmp	eax	00738fc0	0073c990	0073cca0	00fe3248	0142de58	00739b55
Object	GetPosition	GetPosition		LuaGlueFunctor0R	jmp	eax	00737aa0	0073c970	0073cc80	00fe3238	0142de50	00739aad
Object	IsAlive	IsAlive		LuaGlueFunctor0R	jmp	eax	00737df0	0073ca40	0073cd10	00fe32c0	0142de94	0073a041
Object	IsAttrPt	IsAttrPt		LuaGlueFunctor0R	jmp	eax	00738d20	0073cb00	0073cd90	00fe3308	0142deb8	0073a335
Object	IsDead	IsDead		LuaGlueFunctor0R	jmp	eax	00737d50	0073ca30	0073cd00	00fe32b8	0142de90	00739fed
Object	IsDoorOpen	IsDoorOpen		LuaGlueFunctor0R	jmp	eax	007393e0	0073cba0	0073cdf0	00fe3340	0142ded4	0073a581
Object	IsHuman	ObjectIsHuman		LuaGlueFunctor0R	jmp	eax	0073c670	0073d010	0073d0a0	00fe3318	0142dec0	0073a3dd
Object	IsInvincibleToAI	IsInvincibleToAI		LuaGlueFunctor0R	jmp	eax	00738250	0073cae0	0073cd70	00fe32f8	0142deb0	0073a28d
Object	IsVehicle	ObjectIsVehicle		LuaGlueFunctor0R	jmp	eax	00738b80	0073cb10	0073cda0	00fe3310	0142debc	0073a389
Object	Kill	Kill		LuaGlueFunctor0	adapter	1	00737e90	0073ca50	0073cd20	00fe32c8	0142de98	0073a095
Object	LocatorSetParent	LocatorSetParent		LuaGlueFunctor0	adapter	1	00738950	0073ca10	0073ccf0	00fe3280	0142de74	00739da1
Object	PlayerTeleportToLocator	MissionTeleportPlayerToLocator		LuaGlueFunctor0	adapter	1	0073ab70	0073ce90	0073cf20	00fe3278	0142de70	00739d4d
Object	PlayerTeleportToPos	MissionTeleportPlayerToPos		LuaGlueFunctor0	adapter	1	0073a930	0073ce70	0073cf10	00fe3270	0142de6c	00739cf9
Object	SetDoorCloseDelay	SetDoorCloseDelay		LuaGlueFunctor0	adapter	1	00739300	0073cb20	0073cdb0	00fe3320	0142dec4	0073a431
Object	SetGrenadeToExplode	SetGrenadeToExplode		LuaGlueFunctor0	adapter	1	00739860	0073cc40	0073ce50	00fe3388	0142def8	0073a875
Object	SetHealth	SetHealth		LuaGlueFunctor0	adapter	1	00738020	0073ca80	0073cd40	00fe32e0	0142dea4	0073a191
Object	SetInvincible	SetInvincible		LuaGlueFunctor0	adapter	1	007380f0	0073caa0	0073cd50	00fe32e8	0142dea8	0073a1e5
Object	SetInvincibleToAI	SetInvincibleToAI		LuaGlueFunctor0	adapter	1	007381a0	0073cac0	0073cd60	00fe32f0	0142deac	0073a239
Object	SetKeyFramed	SetObjectKeyFramed		LuaGlueFunctor0	adapter	1	007383d0	0073c9f0	0073cce0	00fe3268	0142de68	00739ca5
Object	SetOnActiveMission	SetOnActiveMission		LuaGlueFunctor0	adapter	1	007382f0	0073c9a0	0073ccb0	00fe3250	0142de5c	00739ba9
Object	SetOnTrappedCallback	ObjectSetOnTrappedCallback		LuaGlueFunctor0	adapter	1	0073ad20	0073ced0	0073cf40	00fe3350	0142dedc	0073a629
